City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,bardai,11.65,7.2333,27.4,44,99,3.44,NG,1682483897
363,quellon,-43.1167,-73.6167,9.14,100,100,1.54,CL,1682483898
364,forster,-32.1667,152.5167,22.99,58,85,0.89,AU,1682483899
365,castillos,-34.1667,-53.8333,16.01,96,95,1.68,UY,1682483899
366,vila franca do campo,37.7167,-25.4333,17.23,94,50,3.65,PT,1682483900
367,wanning,18.8003,110.3967,26.62,78,81,5.03,CN,1682483901
368,jogeva,58.7467,26.3939,9.38,84,8,1.92,EE,1682483901
369,mathba,22.2855,89.9629,36.17,28,26,1.8,BD,1682483902
370,porto belo,-27.1578,-48.5531,20.65,94,58,2.15,BR,1682483903
371,manor,19.75,72.9167,33.06,41,58,4.49,IN,1682483903
372,corner brook,48.9667,-57.9484,0.09,82,97,3.18,CA,1682483893
373,ouesso,1.6136,16.0517,21.6,98,95,0.94,CG,1682483905
374,glace bay,46.1969,-59.957,1.65,91,20,2.68,CA,1682483886
375,camayenne,9.535,-13.6878,26.55,78,78,3.63,GN,1682483906
376,kenai,60.5544,-151.2583,5.05,71,0,4.63,US,1682483907
377,tolga,34.7222,5.3785,21.45,26,28,4.12,DZ,1682483908
378,grand-bassam,5.2118,-3.7388,28.98,83,100,2.65,CI,1682483908
379,najran,17.4924,44.1277,22.36,39,30,1.3,SA,1682483909
380,nouadhibou,20.931,-17.0347,18.99,82,75,8.23,MR,1682483910
381,patterson,37.4716,-121.1297,21.97,63,5,2.49,US,1682483670
382,fort morgan,40.2503,-103.8,7.37,100,100,7.2,US,1682483911
383,roma,43.2128,-75.4557,4.37,89,0,2.06,US,1682483912
384,nadi,-17.8,177.4167,27.0,83,75,4.63,FJ,1682483913
385,jaru,-10.4389,-62.4664,22.16,98,88,0.09,BR,1682483913
386,margate,51.3813,1.3862,7.72,74,100,0.89,GB,1682483914
387,laguna,38.421,-121.4238,21.99,54,0,3.6,US,1682483915
388,selfoss,63.9331,-20.9971,-1.09,73,92,3.53,IS,1682483916
389,kendari,-3.945,122.4989,28.96,80,70,1.44,ID,1682483917
390,illizi,26.4833,8.4667,23.66,26,93,4.71,DZ,1682483918
391,muncar,-8.4333,114.3333,29.77,72,47,2.79,ID,1682483918
392,tumaco,1.7986,-78.8156,25.67,82,96,0.81,CO,1682483919
393,fyodorovka,53.6314,62.7078,19.87,30,100,6.18,KZ,1682483920
394,boda,4.3189,17.4695,21.83,94,99,1.08,CF,1682483920
395,aral,40.5156,81.2636,21.31,19,83,6.95,CN,1682483921
396,beaconsfield,45.4334,-73.8659,7.08,86,75,3.09,CA,1682483749
397,minas de marcona,-15.2119,-75.1103,16.71,84,31,3.02,PE,1682483922
398,rio grande,-32.035,-52.0986,18.71,95,100,4.61,BR,1682483923
399,camana,-16.6228,-72.7111,20.53,90,23,2.29,PE,1682483924
400,ola,59.5833,151.2833,1.78,72,61,3.01,RU,1682483924
401,murzuq,25.9155,13.9184,21.17,26,0,5.34,LY,1682483925
402,zheleznodorozhnyy,55.7503,38.0042,10.76,92,100,3.31,RU,1682483926
403,chegdomyn,51.1167,133.0167,3.68,68,100,3.07,RU,1682483926
404,karakecili,39.5942,33.3778,12.46,64,100,2.4,TR,1682483927
405,tierralta,8.1736,-76.0592,24.63,90,53,1.51,CO,1682483928
406,canmore,51.0834,-115.3521,9.06,89,78,2.06,CA,1682483637
407,kondapalle,16.6167,80.5333,31.47,48,99,3.21,IN,1682483929
408,saldanha,-33.0117,17.9442,9.03,79,77,2.26,ZA,1682483930
409,ghanzi,-21.5667,21.7833,19.18,48,19,3.3,BW,1682483930
410,kanniyakumari,8.0833,77.5667,30.06,67,31,1.86,IN,1682483931
411,xining,36.6167,101.7667,18.41,10,0,2.68,CN,1682483931
412,novodvinsk,64.4165,40.8122,3.86,87,100,3.69,RU,1682483932
413,halifax,44.6453,-63.5724,4.94,80,38,0.51,CA,1682483559
414,tromso,69.6496,18.957,0.77,59,75,3.6,NO,1682483230
415,yaren,-0.5472,166.916,28.56,75,16,6.12,NR,1682483934
416,holualoa,19.6228,-155.9522,24.91,86,75,2.57,US,1682483935
417,chibougamau,49.9168,-74.3659,0.79,100,100,3.09,CA,1682483935
418,birjand,32.8663,59.2211,23.26,14,0,3.09,IR,1682483936
419,vavozh,56.7751,51.931,11.67,83,100,6.46,RU,1682483937
420,kuqa,41.7278,82.9364,19.09,19,15,0.4,CN,1682483937
421,capao da canoa,-29.7456,-50.0097,20.16,89,100,1.93,BR,1682483938
422,eastham,41.8301,-69.9739,8.11,89,86,0.89,US,1682483939
423,lashio,22.9333,97.75,35.11,21,0,2.18,MM,1682483939
424,awjilah,29.1081,21.2869,20.1,30,0,2.04,LY,1682483940
425,san antonio de pale,-1.4014,5.6325,28.36,75,100,4.77,GQ,1682483940
426,chinsali,-10.5414,32.0816,16.21,92,10,2.4,ZM,1682483941
427,aghsu,40.5703,48.4009,17.67,65,95,2.3,AZ,1682483942
428,aginskoye,51.1,114.53,11.64,15,10,3.41,RU,1682483942
429,vicksburg,32.3526,-90.8779,17.82,54,75,2.57,US,1682483944
430,ulyanovsk,54.0,48.0,12.22,86,100,5.96,RU,1682483944
431,yulinshi,38.2906,109.7494,21.49,25,1,7.7,CN,1682483945
432,jendouba,36.5011,8.7802,12.01,66,20,0.83,TN,1682483946
433,shubarshi,48.5872,57.1869,18.74,30,100,10.19,KZ,1682483947
434,lompoc,34.6391,-120.4579,12.66,95,100,2.06,US,1682483947
435,pointe-du-lac,46.2869,-72.6845,6.29,93,100,1.54,CA,1682483948
436,taltal,-25.4,-70.4833,17.73,81,27,1.13,CL,1682483949
437,howrah,22.5892,88.3103,32.0,51,40,0.0,IN,1682483720
438,lazaro cardenas,17.9583,-102.2,24.6,70,85,2.26,MX,1682483950
439,labuan,5.2767,115.2417,30.2,74,40,1.54,MY,1682483951
440,muisne,0.6,-80.0333,25.44,86,100,0.72,EC,1682483951
441,arvayheer,46.2639,102.775,7.25,14,12,7.83,MN,1682483952
442,kuala belait,4.5833,114.1833,31.09,71,92,3.42,BN,1682483741
443,shahritus,37.2637,68.1385,28.07,21,0,1.52,TJ,1682483953
444,gadzhiyevo,69.2551,33.3362,-3.35,83,78,1.28,RU,1682483954
445,port moresby,-9.4431,147.1797,30.68,70,40,7.72,PG,1682483955
446,kirakira,-10.4544,161.9205,28.23,71,100,0.18,SB,1682483955
447,nampula,-15.1165,39.2666,19.97,100,75,3.09,MZ,1682483956
448,jindabyne,-36.4167,148.6333,20.32,30,20,2.61,AU,1682483957
449,dem'yanovo,60.3511,47.0842,10.61,94,100,3.35,RU,1682483957
450,igarka,67.4667,86.5833,-2.07,94,100,6.54,RU,1682483958
451,xinyuan,37.3,99.0,10.06,10,48,8.94,CN,1682483959
452,taphan hin,16.2209,100.4198,35.54,53,70,4.7,TH,1682483959
453,loango,-4.6719,11.8312,24.81,94,20,2.06,CG,1682483961
454,san patricio,28.017,-97.5169,23.97,93,36,5.35,US,1682483961
455,yatou,37.15,122.3833,13.6,31,0,6.91,CN,1682483962
456,siran,40.1894,39.1267,10.47,48,45,1.86,TR,1682483963
457,harstad,68.799,16.5293,0.66,97,92,9.39,NO,1682483963
458,along,28.1667,94.7667,30.25,37,1,0.92,IN,1682483964
459,pointe-noire,-4.7761,11.8635,25.04,94,20,2.06,CG,1682483965
460,sambava,-14.2667,50.1667,25.46,87,81,1.68,MG,1682483965
461,huadian,42.9633,126.7478,12.73,24,15,2.18,CN,1682483966
462,salekhard,66.53,66.6019,-1.93,86,7,3.97,RU,1682483967
463,midvagur,62.0511,-7.1939,1.46,69,75,5.66,FO,1682483967
464,gulf shores,30.246,-87.7008,20.0,76,0,1.54,US,1682483968
465,broken hill,-31.95,141.4333,24.74,32,100,8.3,AU,1682483477
466,ongjin,37.9347,125.3619,11.71,50,8,8.68,KP,1682483969
467,pakse,15.1167,105.7833,31.19,57,96,1.97,LA,1682483971
468,krasnomayskiy,57.6194,34.4099,11.62,65,100,1.21,RU,1682483971
469,vilyuchinsk,52.9306,158.4028,7.15,70,27,6.98,RU,1682483973
470,kamaishi,39.2667,141.8833,12.61,99,100,3.7,JP,1682483973
471,knysna,-34.0363,23.0471,15.93,92,42,1.6,ZA,1682483975
472,port isabel,26.0734,-97.2086,24.02,92,0,3.6,US,1682483975
473,matiguas,12.8373,-85.4622,22.75,77,21,1.07,NI,1682483976
474,boguchany,58.3814,97.4531,2.05,64,100,4.2,RU,1682483977
475,tupancireta,-29.0806,-53.8358,14.89,97,96,2.12,BR,1682483977
476,chake chake,-5.2459,39.7666,27.41,78,93,5.35,TZ,1682483978
477,wenchang,30.904,118.4887,21.49,46,0,1.66,CN,1682483979
478,muli,2.9167,73.5667,28.93,74,60,3.67,MV,1682483980
479,armacao de buzios,-22.7469,-41.8817,23.03,91,3,4.16,BR,1682483981
480,coquimbo,-29.9533,-71.3436,14.85,88,100,1.54,CL,1682483596
481,pakokku,21.3333,95.1,38.45,21,0,0.88,MM,1682483982
482,sinabang,2.4803,96.3801,30.13,69,100,1.84,ID,1682483982
483,taksimo,56.3444,114.8794,4.72,40,49,0.2,RU,1682483983
484,strezhevoy,60.7333,77.5889,1.17,94,100,1.44,RU,1682483984
485,baiyin,36.5583,104.2081,19.59,15,0,8.03,CN,1682483953
486,akniste,56.1615,25.7478,8.07,93,52,2.29,LV,1682483985
487,hurghada,27.2574,33.8129,22.02,21,0,6.17,EG,1682483986
488,palikir - national government center,6.9248,158.1611,27.52,77,26,5.28,FM,1682483987
489,zhanaozen,43.3,52.8,22.63,19,100,4.04,KZ,1682483987
490,nadym,65.5333,72.5167,-2.13,88,65,4.11,RU,1682483988
491,yeppoon,-23.1333,150.7333,26.88,60,20,8.32,AU,1682483989
492,hotan,37.0997,79.9269,23.17,14,15,5.35,CN,1682483989
493,brookings,44.3114,-96.7984,6.19,45,100,5.66,US,1682483693
494,irtyshsk,53.3333,75.4572,20.71,29,8,6.63,KZ,1682483990
495,meadow lake,34.8014,-106.5436,12.66,27,76,6.44,US,1682483991
496,teguise,29.0605,-13.564,17.12,77,0,4.12,ES,1682483888
497,parintins,-2.6283,-56.7358,23.12,98,94,0.87,BR,1682483992
498,rawson,-43.3002,-65.1023,13.4,88,100,3.79,AR,1682483993
499,inarajan village,13.2736,144.7484,31.54,87,11,7.85,GU,1682483994
500,vernon,50.2581,-119.2691,10.74,57,96,2.57,CA,1682483515
501,karakol,42.4907,78.3936,10.21,48,5,1.59,KG,1682483995
502,guer,47.9062,-2.1231,9.97,94,100,3.71,FR,1682483995
503,palasa,18.7667,84.4167,32.56,47,94,2.87,IN,1682483996
504,maumere,-8.6199,122.2111,29.39,72,98,3.38,ID,1682483997
505,dhidhdhoo,6.8833,73.1,29.21,67,45,2.97,MV,1682483998
506,flying fish cove,-10.4217,105.6791,26.85,79,100,2.94,CX,1682483999
507,sola,-13.8833,167.55,27.22,73,54,0.53,VU,1682483999
508,cill airne,52.05,-9.5167,7.94,97,100,2.65,IE,1682484000
509,sisimiut,66.9395,-53.6735,0.64,99,100,3.23,GL,1682484001
510,an nuhud,12.7,28.4333,27.2,53,76,7.19,SD,1682484001
511,gornozavodsk,58.3758,58.3211,13.58,57,100,1.88,RU,1682484002
512,gilleleje,56.122,12.3106,6.04,72,47,7.15,DK,1682484003
513,santa ana,33.7456,-117.8678,17.73,82,40,2.06,US,1682483726
514,zemio,5.0314,25.1361,20.5,96,99,1.65,CF,1682484004
515,ban mai,7.2041,100.5451,32.05,65,90,5.16,TH,1682484005
516,chiras,35.4167,65.9823,11.73,34,0,2.77,AF,1682484006
517,aykhal,66.0,111.5,-3.47,86,100,4.88,RU,1682484008
518,altay,47.8667,88.1167,7.15,44,74,2.92,CN,1682484009
519,newman,37.3138,-121.0208,22.13,63,4,1.34,US,1682484010
520,nikolayevsk-on-amure,53.1406,140.73,2.26,97,100,2.19,RU,1682484011
521,port augusta,-32.5,137.7667,29.1,26,100,11.64,AU,1682484012
522,holyhead,53.3062,-4.6321,7.96,70,100,2.57,GB,1682484013
523,muroto-misakicho,33.2833,134.15,17.29,77,99,2.41,JP,1682484014
524,sanming,26.2486,117.6186,18.9,74,95,1.69,CN,1682484014
525,kiruna,67.8557,20.2251,-4.49,93,100,4.63,SE,1682484015
526,nagqu,31.5,92.0,1.26,42,45,1.97,CN,1682484016
527,castanos,26.7833,-101.4167,22.97,57,6,3.05,MX,1682483808
528,ozernyy,55.5802,32.4127,11.64,65,46,0.68,RU,1682484018
529,gargalianoi,37.0667,21.6333,14.64,87,97,2.59,GR,1682484018
530,westport,41.1415,-73.3579,8.79,72,0,2.57,US,1682484019
531,tofol,5.3248,163.0078,30.88,66,75,5.14,FM,1682484020
532,bubaque,11.2833,-15.8333,25.44,66,57,6.43,GW,1682484020
533,as suwayrah,32.9256,44.7758,26.88,20,0,4.42,IQ,1682484021
534,lata,40.1629,-8.3327,12.82,92,59,1.32,PT,1682484022
535,praia da vitoria,38.7333,-27.0667,18.14,82,20,6.66,PT,1682484023
536,monte patria,-30.6919,-70.9467,18.82,57,95,0.19,CL,1682483754
537,bloemfontein,-29.1211,26.214,6.71,93,0,1.54,ZA,1682484024
538,cabo san lucas,22.8909,-109.9124,25.61,68,78,6.04,MX,1682484025
539,tokar,18.4254,37.729,27.79,68,37,4.4,SD,1682484026
540,oriximina,-1.7656,-55.8661,22.99,96,87,0.73,BR,1682484026
541,puerto ayacucho,5.6639,-67.6236,22.81,94,99,0.96,VE,1682484027
542,portland,45.5234,-122.6762,14.46,67,76,0.89,US,1682483680
543,santa helena,-2.2311,-45.3,22.47,99,83,0.88,BR,1682484029
544,monteagudo,-19.8167,-63.9833,15.69,98,100,0.3,BO,1682484029
545,yinchuan,38.4681,106.2731,25.0,13,2,4.75,CN,1682484030
546,burao,9.5221,45.5336,24.51,64,61,6.48,SO,1682484031
547,roswell,34.0232,-84.3616,16.03,63,75,2.57,US,1682483874
548,mount gambier,-37.8333,140.7667,23.11,44,100,4.5,AU,1682484032
549,aripuana,-9.1667,-60.6333,21.78,99,37,0.07,BR,1682484033
550,hasaki,35.7333,140.8333,19.05,94,100,13.1,JP,1682483956
551,dedovichi,57.5517,29.9502,11.73,69,24,2.14,RU,1682484034
552,nova vicosa,-17.8919,-39.3719,23.41,88,4,0.19,BR,1682484035
553,vorkuta,67.5,64.0,-5.93,94,61,5.91,RU,1682484036
554,cedeira,43.6797,-8.0209,15.77,86,100,4.06,ES,1682484036
555,plastun,44.7561,136.2939,10.72,48,75,2.72,RU,1682484037
556,dryden,49.7833,-92.7503,-1.84,69,0,1.54,CA,1682484039
557,bandundu,-3.3167,17.3667,22.24,97,96,1.04,CD,1682484040
558,mazagao,-0.115,-51.2894,25.03,98,32,0.66,BR,1682484040
559,hammerfest,70.6634,23.6821,-2.75,80,75,2.57,NO,1682484041
560,rongelap,11.1635,166.8941,27.18,84,96,10.11,MH,1682484042
561,richards bay,-28.783,32.0377,20.4,89,4,1.27,ZA,1682483535
562,kocevje,45.6433,14.8633,7.54,96,30,0.39,SI,1682484043
563,yuzhno-kurilsk,44.0306,145.8556,5.3,94,100,12.03,RU,1682484044
564,santiago de cao,-7.9589,-79.2392,24.07,83,100,4.12,PE,1682484044
565,yen vinh,18.6667,105.6667,22.68,78,100,2.23,VN,1682484045
566,kourou,5.1552,-52.6478,24.03,92,99,2.84,GF,1682484046
567,kununurra,-15.7667,128.7333,34.99,43,70,2.57,AU,1682484046
568,suva,-18.1416,178.4415,28.71,74,40,3.6,FJ,1682483566
569,gamawa,12.1343,10.5396,27.13,27,30,0.15,NG,1682484048
570,las heras,-46.5419,-68.9359,5.9,86,48,0.75,AR,1682484037
571,taos,36.4072,-105.5731,3.78,82,0,2.57,US,1682484018
572,pangody,65.85,74.4859,-2.16,91,81,4.3,RU,1682484050
573,galesong,-5.3166,119.3661,32.01,71,47,2.65,ID,1682484050
574,dwarka,22.2394,68.9678,28.48,58,79,5.22,IN,1682484051
575,buta,2.7858,24.73,21.13,100,100,1.18,CD,1682484052
576,atlanta,33.749,-84.388,16.13,61,75,6.17,US,1682484015
577,opuwo,-18.0607,13.84,20.12,57,3,1.36,NA,1682484053
578,pokhara,28.2333,83.9833,28.46,20,61,3.86,NP,1682484054
579,petauke,-14.2426,31.3253,15.8,82,10,2.71,ZM,1682484055
580,monte santo,-10.4378,-39.3328,19.19,98,66,1.97,BR,1682484056
